Administrative_Avg,Informational_Avg,ProductRelated_Avg,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,37.333333333333336,0.0,0.016666667,0.0,0.0,May,Other,1,3,2,Returning_Visitor,False,False
11.88888889,0.0,31.629548675675675,9.83e-05,0.009438427,12.01656549,0.0,Mar,3,2,5,2,Returning_Visitor,False,False
94.63333334000001,97.7,36.24155088288288,0.003571429,0.012351425,0.0,0.0,Aug,3,2,9,5,Returning_Visitor,False,False
8.0,0.0,29.16798941851852,0.0,0.005142857,0.0,0.0,Nov,3,2,1,Other,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,2,5,2,1,Other,False,False
20.0,0.0,33.05471417314487,0.003043735,0.023041703,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
34.272727275,20.0,25.775704835164834,0.002749141,0.012841597,51.27258615,0.0,Dec,2,5,7,2,Returning_Visitor,False,False
8.0,30.75,36.33064516129032,0.0,0.024242424,0.0,0.0,Nov,Other,2,1,2,Returning_Visitor,False,False
65.83333333333333,0.0,22.883333333333333,0.011764706,0.029411765,0.0,0.0,Dec,2,4,4,2,Returning_Visitor,False,False
0.0,0.0,63.587628382352946,0.00625,0.020233586,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,17.9,0.0,0.029166667,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,34.75,0.018181818,0.063636364,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
74.0,0.0,35.468253966666666,0.0,0.01,0.0,0.0,May,2,2,1,2,New_Visitor,True,False
0.0,0.0,77.75,0.018181818,0.063636364,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
0.0,0.0,67.20476191428571,0.0,0.006060606,0.0,0.0,Nov,2,2,6,2,New_Visitor,False,False
0.0,0.0,26.5,0.0,0.1,0.0,0.0,May,Other,2,4,13,Returning_Visitor,False,False
0.0,0.0,14.0,0.1,0.15,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
12.25,710.0,69.19625513636363,0.006470588,0.018141923,0.0,0.0,Mar,3,2,2,2,Returning_Visitor,False,False
0.0,0.0,40.120054942307696,0.015384615,0.020352564,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,False,False
52.625,0.0,20.985178114503817,0.009090909,0.017682257,8.960896465,0.0,May,2,2,2,1,Returning_Visitor,False,False
0.0,0.0,21.0,0.05,0.15,0.0,0.4,Feb,2,2,1,4,Returning_Visitor,False,False
18.2,116.4,37.509639955284555,0.006425703,0.024959839,0.0,0.0,Oct,Other,1,4,3,Returning_Visitor,True,False
5.0,15.85,17.375,0.0,0.007407407,0.0,0.0,June,2,5,7,11,New_Visitor,False,False
441.0,0.0,28.666666666666668,0.0,0.033333333,0.0,0.0,May,3,2,4,5,New_Visitor,False,False
43.5,0.0,45.904166665000005,0.0075,0.010666667,0.0,0.0,May,1,1,2,2,Returning_Visitor,False,False
0.0,0.0,53.55555555555556,0.0,0.022222222,0.0,0.0,Feb,2,5,1,6,Returning_Visitor,False,False
5.5,0.0,40.857142857142854,0.025,0.05,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
35.666666666666664,0.0,30.744598766666666,0.0,0.021428571,0.0,0.0,Dec,1,1,2,2,Returning_Visitor,False,False
0.0,27.666666666666668,28.416666666666668,0.00952381,0.028571429,0.0,0.0,May,2,2,6,1,Returning_Visitor,False,False
0.0,0.0,19.966666670000002,0.01,0.045,0.0,0.0,Nov,3,2,4,3,Returning_Visitor,False,False
4.0,0.0,28.3875,0.022222222,0.066666667,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,False,False
14.0,0.0,64.302521,0.0,0.02125,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False
31.866666666666664,0.0,33.71,0.008333333,0.029166667,0.0,0.0,Jul,1,1,9,3,Returning_Visitor,False,False
44.5,104.5,163.39215688235294,0.0,0.009090909,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,False
9.25,0.0,24.916666666666668,0.0,0.015384615,0.0,0.0,Nov,2,2,3,2,New_Visitor,False,False
56.65,3.5,25.74983164848485,0.021929825,0.042105263,0.0,0.0,Sep,3,2,1,13,Returning_Visitor,True,False
22.142857142857142,0.0,12.649166665,0.008333333,0.025,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,False,False
0.0,3.0,21.68518518888889,0.0,0.066666667,0.0,0.0,June,Other,2,3,4,Returning_Visitor,False,False
0.0,0.0,19.0,0.0,0.066666667,0.0,0.2,May,2,5,1,2,Returning_Visitor,False,False
0.0,0.0,40.28921568823529,0.015686275,0.049411765,0.0,0.0,Mar,2,6,4,1,Returning_Visitor,True,False
13.733333334,0.0,11.5,0.01547619,0.032291667,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
85.6,0.0,13.625,0.011111111,0.033333333,0.0,0.0,Oct,1,2,6,4,Returning_Visitor,False,False
0.0,0.0,81.35000000000001,0.016666667,0.041666667,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
0.0,0.0,11.513631840298507,0.0,0.004205128,0.0,0.0,Aug,1,Other,9,1,Returning_Visitor,False,False
6.0,0.0,50.64,0.0,0.02,0.0,0.0,Sep,1,1,3,5,New_Visitor,True,False
0.0,0.0,14.071428571428571,0.071428571,0.1,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
9.795238096,65.0,28.9891775,0.0,0.016324111,12.48912129,0.0,Dec,1,1,4,2,Returning_Visitor,True,False
21.0,0.0,30.257142857142856,0.0,0.005882353,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False
16.5,0.0,126.84615384615384,0.0,0.033333333,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
27.133333333333336,0.0,26.462978723404255,0.0,0.002083333,0.0,0.0,Oct,2,2,6,2,New_Visitor,False,False
28.1,0.0,58.60961134313726,0.004692308,0.020329446,15.25033754,0.6,May,2,2,3,2,Returning_Visitor,False,False
6.0,4.0,40.90563228971963,0.007272727,0.021707552,0.0,0.0,Oct,2,2,2,4,Returning_Visitor,False,False
0.0,0.0,4.5,0.0,0.1,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.4,May,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,16.016666666666666,0.033333333,0.073333333,0.0,0.0,May,2,2,7,6,Returning_Visitor,False,False
15.178125,91.16666666666667,25.65797222,0.001869159,0.012071651,0.0,0.0,Nov,2,2,7,13,Returning_Visitor,True,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,False,False
25.28333333333333,0.0,23.509628852941177,0.017647059,0.023340336,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
27.02777777777778,491.75,44.268535265822784,0.003448276,0.012643678,32.59864309,0.0,Dec,2,2,2,2,Returning_Visitor,False,False
0.0,0.0,29.59581105882353,0.0,0.015196078,0.0,0.0,Mar,2,2,7,3,Returning_Visitor,False,False
48.4,0.0,149.669697,0.0,0.027777778,0.0,0.0,June,2,2,2,1,Returning_Visitor,False,False
51.75,0.0,51.36236558064516,0.0,0.011574074,57.06546413,0.0,Dec,2,2,4,1,Returning_Visitor,False,False
9.20068027142857,20.8,42.831634486486486,0.009302326,0.029296378,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,False,False
19.2,0.0,34.985359296296295,0.00021645,0.025137085,0.0,0.0,Nov,Other,1,7,2,Returning_Visitor,False,False
0.0,0.0,53.74206347619048,0.0,0.013043478,3.685400817,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,39.5,0.0,0.019047619,0.0,0.0,Mar,1,1,1,2,New_Visitor,True,False
8.042857142857143,0.0,21.026666666666664,0.0,0.011111111,0.0,0.0,Oct,2,2,1,2,New_Visitor,False,False
0.0,0.0,27.23888888888889,0.011111111,0.022222222,0.0,0.0,Sep,2,2,1,13,Returning_Visitor,False,False
0.0,0.0,31.418643581818184,0.049318182,0.071645022,0.0,0.0,May,3,2,1,6,Returning_Visitor,False,False
33.333333333333336,0.0,27.066358025925926,0.016,0.027555556,0.0,0.0,Nov,3,2,3,11,Returning_Visitor,False,False
0.0,0.0,56.43333333333333,0.025333333,0.063888889,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
43.0,0.0,21.666666666666668,0.0,0.04,0.0,0.6,May,2,2,1,4,Returning_Visitor,False,False
0.0,0.0,14.6,0.04,0.08,0.0,0.4,May,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,26.450867169491527,0.005172414,0.010673235,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
0.0,0.0,19.5,0.015384615,0.053846154,0.0,0.0,May,2,2,4,Other,Returning_Visitor,True,False
14.114285714285714,0.0,13.88,0.022222222,0.033333333,0.0,0.0,Jul,3,2,2,5,New_Visitor,True,False
0.0,0.0,20.375,0.0,0.025,0.0,0.0,May,1,1,2,4,Returning_Visitor,True,False
0.0,0.0,6.416666666666667,0.066666667,0.1,0.0,0.0,Nov,2,10,7,1,Returning_Visitor,False,False
50.199999999999996,0.0,21.114750954022988,0.009782609,0.026449275,0.0,0.0,Sep,2,2,6,3,Returning_Visitor,False,False
35.8095238,0.0,31.24046942372881,0.014385965,0.041993382,5.71562257,0.0,Dec,2,2,7,Other,Returning_Visitor,True,False
0.0,0.0,112.41666669230769,0.021978022,0.047163947,0.0,0.0,Nov,3,2,3,11,Returning_Visitor,True,False
0.0,0.0,57.90055556666667,0.034482759,0.048357964,1.444763592,0.0,June,3,2,4,3,Returning_Visitor,True,False
93.66666666666667,0.0,24.166666666666668,0.0,0.025,0.0,0.0,Mar,3,2,8,8,New_Visitor,False,False
0.0,0.0,11.666666666666666,0.0,0.066666667,0.0,0.0,Nov,Other,1,1,1,Returning_Visitor,False,False
23.9375,73.85416666666667,50.89971816883117,0.00376506,0.014926307,0.0,0.0,Nov,3,2,6,2,Returning_Visitor,True,False
0.0,0.0,167.8333333,0.0,0.02,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,287.9,0.0,0.08,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
0.0,0.0,45.68827838461538,0.01,0.028013468,0.0,0.0,Jul,2,2,1,13,Returning_Visitor,False,False
31.79583333,205.25,39.07125,0.0,0.002666667,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
6.4444444433333326,0.0,25.389583332142855,0.006451613,0.012903226,0.0,0.0,May,2,2,8,3,New_Visitor,False,False
15.584583330000001,38.84375,34.3115330625,0.008759124,0.022411525,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,False,False
18.833333333333332,0.0,19.966666666666665,0.008333333,0.05,0.0,0.0,Sep,2,2,3,1,Returning_Visitor,False,False
27.05,0.0,30.576648350000003,0.007407407,0.026419753,33.44471217,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
30.8166666625,0.0,27.220675101265822,0.007228916,0.020883534,17.35448787,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
6.9375,0.0,74.58292123076923,0.006451613,0.026352357,24.69983785,0.0,Nov,3,2,1,2,Returning_Visitor,True,False
0.0,0.0,22.5,0.0,0.066666667,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,True,False
47.3,74.6,12.4375,0.0,0.015789474,0.0,0.0,Jul,1,2,9,2,New_Visitor,False,False
0.0,0.0,12.255555553333332,0.066666667,0.073333333,0.0,0.8,May,3,2,1,3,Returning_Visitor,False,False
30.375,0.0,17.0,0.0,0.023809524,0.0,0.0,Nov,2,2,9,8,New_Visitor,False,False
39.44424242666666,0.0,44.72167207142858,0.004918033,0.011662763,8.184095082,0.0,May,3,2,1,2,Returning_Visitor,False,False
12.9375,0.0,24.222048609375,0.0,0.016086957,7.868950242,0.0,May,2,2,2,Other,Returning_Visitor,True,False
0.0,0.0,21.290625,0.060416667,0.063690476,0.0,0.0,Sep,3,2,2,3,Returning_Visitor,True,False
7.666666666666667,0.0,15.51388889,0.0,0.009375,50.66498303,0.0,Mar,Other,1,4,3,Returning_Visitor,False,False
0.0,0.0,26.96121212121212,0.012121212,0.044444444,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
0.0,3.1666666665,18.83333333125,0.033333333,0.088888889,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
104.83333333333333,0.0,128.96212122727272,0.0,0.008333333,0.0,0.0,May,2,4,2,2,New_Visitor,False,False
0.0,0.0,6.142857142857143,0.085714286,0.121428571,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,False
4.0,0.0,61.53125,0.0,0.044444444,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
0.0,0.0,12.015777776666665,0.013333333,0.036666667,0.0,0.0,Jul,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,38.38178295348837,0.0,0.003875969,0.0,0.0,Mar,2,2,7,3,Returning_Visitor,True,False
0.0,0.0,13.022222223333333,0.006666667,0.056666667,0.0,0.0,Mar,2,6,6,1,Returning_Visitor,False,False
31.0,0.0,55.0,0.0,0.033333333,0.0,0.0,May,2,6,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Jul,3,2,4,1,Returning_Visitor,False,False
6.0,0.0,32.224122807017544,0.0,0.004093567,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
0.0,0.0,13.385714285714286,0.028571429,0.071428571,0.0,1.0,May,3,2,2,4,Returning_Visitor,True,False
27.8,0.0,46.82929125581395,0.0,0.009090909,0.0,0.0,Oct,2,2,1,Other,Returning_Visitor,False,False
0.0,57.0,90.8,0.0,0.05,0.0,0.0,Mar,2,2,3,6,Returning_Visitor,False,False
0.0,0.0,14.0,0.04,0.07,0.0,0.8,May,1,Other,3,1,Returning_Visitor,False,False
38.90499325263158,8.0,37.45169426315789,0.001574803,0.016980377,8.466384757,0.0,Nov,2,2,2,1,Returning_Visitor,False,False
31.333333333333332,0.0,37.22456140526316,0.0,0.035714286,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
6.6000000000000005,0.0,12.729393940909091,0.00952381,0.012698413,0.0,0.0,Aug,2,2,1,3,New_Visitor,True,False
8.5,0.0,48.29761903333333,0.043851852,0.069954545,0.0,0.0,Dec,3,2,1,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,June,1,1,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
0.0,0.0,35.75555556,0.0,0.022222222,0.0,0.0,Dec,1,Other,3,11,New_Visitor,False,False
14.333333333333334,0.0,42.71666667,0.0,0.015384615,0.0,0.0,Mar,3,2,9,3,Returning_Visitor,False,False
0.0,0.0,24.075,0.0,0.02,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,2,2,3,1,Other,True,False
22.25,0.0,38.01904762857143,0.005882353,0.014705882,0.0,0.0,Nov,2,2,6,3,Returning_Visitor,False,False
0.0,0.0,2.5,0.0,0.1,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,27.264166675000002,0.018392857,0.041198413,0.0,0.0,May,2,4,1,6,Returning_Visitor,False,False
0.0,0.0,77.71252203703705,0.037037037,0.043518519,0.0,0.8,May,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,74.10714285714286,0.014285714,0.047619048,0.0,0.0,Mar,2,2,4,2,Returning_Visitor,False,False
133.9,0.0,102.75,0.028571429,0.038095238,0.0,0.0,Sep,3,2,3,4,Returning_Visitor,False,False
13.825185188888888,0.0,37.93035087894737,0.0,0.018933333,0.0,0.0,Oct,2,2,7,4,Returning_Visitor,False,False
3.0,302.0,77.07142857142857,0.0,0.0125,0.0,0.0,Dec,2,2,4,2,Other,True,False
0.0,0.0,21.589375902777775,0.029166667,0.018068783,0.0,1.0,May,1,1,7,3,Returning_Visitor,True,False
0.0,0.0,20.471798021276598,0.004316547,0.018798094,0.0,0.8,May,2,2,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,Other,2,9,3,Other,False,False
0.0,0.0,21.90277777777778,0.0,0.025,0.0,0.0,Nov,2,6,3,3,Returning_Visitor,False,False
16.0,0.0,23.5,0.0,0.008333333,0.0,0.4,May,2,2,1,4,Returning_Visitor,False,False
24.214285714285715,0.0,23.09285714285714,0.008695652,0.037681159,0.0,0.0,Mar,1,2,2,2,Returning_Visitor,False,False
98.83333334,0.0,25.5,0.0,0.030769231,0.0,0.0,Mar,2,4,4,1,Returning_Visitor,False,False
48.65873015714286,64.5,79.2383914385965,0.005,0.015180847,8.052616667,0.0,May,2,2,1,2,Returning_Visitor,False,False
19.0,0.0,17.43214285625,0.007142857,0.04,0.0,0.0,May,1,Other,1,4,Returning_Visitor,True,False
20.55,54.42244898571429,29.65970906862745,0.014102564,0.019800052,11.43180835,0.0,Sep,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,Other,Other,9,Other,Other,False,False
23.69,0.0,28.326315789473686,0.0,0.00952381,0.0,0.0,May,2,5,3,6,New_Visitor,False,False
0.0,0.0,41.936403500000004,0.0,0.010526316,0.0,0.0,Nov,2,2,2,1,Returning_Visitor,False,False
0.0,0.0,34.6502375,0.002777778,0.013842593,0.0,0.0,Nov,1,2,1,11,Returning_Visitor,False,False
0.0,0.0,104.39375,0.048333333,0.106,0.0,1.0,May,2,2,1,3,Returning_Visitor,True,False
4.0,0.0,9.311904761538461,0.0,0.004273504,0.0,0.0,June,Other,1,2,1,Returning_Visitor,False,False
0.0,0.0,39.93486952083333,0.017391304,0.050362319,0.0,0.0,Dec,2,2,5,1,Returning_Visitor,False,False
31.466666659999998,0.0,51.626133039473686,0.000865801,0.013675718,0.0,0.0,Nov,2,2,8,2,Returning_Visitor,True,False
0.0,0.0,28.24523810204082,0.0,0.011904762,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
25.925,15.0,15.576428572,0.007692308,0.014102564,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,False,False
0.0,0.0,13.233333333333333,0.0,0.02,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,1,1,5,1,Returning_Visitor,False,False
0.0,0.0,16.0,0.0,0.033333333,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,True,False
0.0,0.0,45.5625,0.0125,0.040625,0.0,0.0,May,2,4,1,3,Returning_Visitor,False,False
23.24857142857143,3.766666666666667,14.984583333333333,0.024324324,0.042342342,0.0,0.0,Sep,1,1,2,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,5,3,Returning_Visitor,False,False
0.0,0.0,99.9541666875,0.0,0.013333333,0.0,0.0,May,Other,2,2,13,Returning_Visitor,False,False
0.0,0.0,16.625,0.0,0.025,0.0,0.0,Dec,2,2,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,2,2,1,Other,Returning_Visitor,True,False
16.25,0.0,13.42720588235294,0.006060606,0.03030303,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,True,False
0.0,0.0,53.10897434615385,0.0,0.018055556,0.0,0.0,May,2,6,4,13,Returning_Visitor,False,False
67.42407406666668,85.75,26.02094890740741,0.0,0.006127451,37.41814196,0.0,Mar,3,2,3,2,New_Visitor,True,False
31.736111116666667,0.0,50.17932089743589,0.005424955,0.006561181,0.0,0.0,Nov,3,2,5,1,Returning_Visitor,True,False
105.1111111,141.5,71.64494047619048,0.004021164,0.0323655,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,False,False
0.0,0.0,14.4,0.0,0.05,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
0.0,51.825,34.470807883333336,0.002857143,0.034058957,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
44.901785725,2.75,30.73830532352941,0.0,0.007603276,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
37.6,0.0,16.036363636363635,0.0,0.008,0.0,0.2,May,2,2,3,2,New_Visitor,False,False
0.0,0.0,51.5208333375,0.0,0.0125,0.0,0.0,May,3,2,4,6,New_Visitor,False,False
16.5,0.0,20.939393940909092,0.0,0.025,0.0,0.6,May,3,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.6,May,3,2,8,13,Returning_Visitor,False,False
0.0,37.5,31.59523809285714,0.0,0.034375,0.0,0.8,Feb,1,1,3,3,Returning_Visitor,False,False
40.083333333333336,173.8,49.21256614285715,0.017391304,0.048188406,17.70684845,0.0,May,2,2,4,4,Returning_Visitor,False,False
40.333333333333336,0.0,10.284313723529412,0.017647059,0.051764706,0.0,0.0,May,1,4,2,2,Returning_Visitor,False,False
53.5,0.0,18.666666666666668,0.0,0.04,0.0,0.0,Mar,1,1,3,2,New_Visitor,False,False
28.916666666666668,25.5,13.242424245454545,0.007692308,0.023076923,0.0,0.0,Dec,1,1,1,2,New_Visitor,False,False
20.2,0.0,17.507692307692306,0.0,0.0,42.29306752,0.0,Jul,2,2,3,3,New_Visitor,False,False
16.75,0.0,21.02692900925926,0.005504587,0.029663609,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,46.8,0.0,0.05,0.0,0.0,Oct,2,4,1,2,Returning_Visitor,True,False
0.0,0.0,10.35,0.075,0.125,0.0,0.0,Jul,3,2,6,1,Returning_Visitor,False,False
0.0,0.0,17.745614036842106,0.0,0.003508772,0.0,1.0,May,1,1,9,3,Returning_Visitor,True,False
0.0,0.0,17.285714285714285,0.028571429,0.057142857,0.0,0.0,Dec,2,2,7,3,Returning_Visitor,True,False
26.0,17.66666667,70.11111111111111,0.0,0.00952381,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False
0.0,0.0,79.8048780487805,0.045238095,0.078571429,0.0,0.8,May,2,6,1,6,Returning_Visitor,False,False
0.0,0.0,11.6,0.0,0.04,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False
0.0,0.0,301.0,0.0,0.066666667,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,34.72764226829268,0.007317073,0.030243902,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
62.714285725,37.5,16.13480885915493,0.0,0.004054054,80.58733784,0.0,May,2,4,1,1,Returning_Visitor,False,False
0.0,0.0,17.25,0.01,0.043333333,0.0,0.0,Mar,2,2,3,6,Returning_Visitor,False,False
0.0,0.0,102.46759261111112,0.0,0.023529412,28.52788235,0.0,May,3,Other,3,4,Returning_Visitor,False,False
34.26666667,10.6,299.845833375,0.0,0.022222222,0.0,0.0,June,Other,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,2,4,1,1,Returning_Visitor,True,False
0.0,0.0,13.772727272727273,0.016666667,0.066666667,0.0,0.0,May,2,2,2,6,Returning_Visitor,True,False
54.0,0.0,39.5625,0.033333333,0.040740741,0.0,0.0,May,3,2,3,11,Returning_Visitor,True,False
0.0,0.0,21.193150072727274,0.013207547,0.018742138,0.0,0.0,May,3,2,1,Other,Returning_Visitor,False,False
0.0,0.0,16.0,0.0,0.066666667,0.0,0.0,Mar,Other,1,1,1,Returning_Visitor,False,False
0.0,5.0,11.866666666666667,0.019607843,0.043137255,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
0.0,0.0,10.866666666,0.0,0.02,0.0,0.0,Dec,1,2,1,3,Returning_Visitor,False,False
0.0,0.0,40.9925947,0.01875,0.041944444,0.0,0.4,May,2,4,7,2,Returning_Visitor,False,False
12.888888888333334,52.33333333,21.111111116666667,0.0,0.016666667,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
5.333333333333333,0.0,62.04372638095238,0.0,0.001587302,1.298232174,0.0,Aug,Other,1,6,4,Returning_Visitor,False,False
0.0,0.0,15.464285714285714,0.0,0.028571429,0.0,0.0,Dec,2,2,7,2,New_Visitor,True,False
0.0,0.0,35.05714285714286,0.025,0.08125,3.27121463,0.0,Sep,3,Other,3,4,Returning_Visitor,False,False
42.0,0.0,105.7,0.022222222,0.014814815,0.0,0.0,May,3,2,8,Other,New_Visitor,True,False
0.0,0.0,53.555555553333335,0.0,0.038888889,0.0,0.0,Dec,Other,1,1,2,Returning_Visitor,False,False
0.0,0.0,3.4285714285714284,0.042857143,0.1,0.0,0.8,May,2,4,1,3,Returning_Visitor,False,False
0.0,0.0,7.142857142857143,0.038095238,0.080952381,0.0,0.6,Feb,2,4,1,Other,Returning_Visitor,False,False
149.59375,0.0,35.28812043650794,0.001538462,0.015567766,3.333835543,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
19.0625,0.0,23.223554283687943,0.0,0.008391608,6.425757643,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
0.0,0.0,18.083333335714286,0.014285714,0.04047619,0.0,0.6,May,3,2,8,13,Returning_Visitor,False,False
0.0,0.0,10.5,0.0,0.05,0.0,0.8,May,2,2,9,3,Returning_Visitor,False,False
